1,0,0,0,0,10,0.00329%,0
65,0,0,0,1,10,0.02416%,0.011065367
2,1,0,0,0,9.67,0.02775%,0.012966909
17,0,0,1,0,9.67,0.03179%,0.015112998
81,0,0,1,1,9.67,0.03635%,0.017529036
66,1,0,0,1,9.5,0.04146%,0.020242162
3,2,0,0,0,9.34,0.04719%,0.023281243
18,1,0,1,0,9.34,0.05360%,0.02667684
33,0,0,2,0,9.34,0.06073%,0.030461155
97,0,0,2,1,9.34,0.06867%,0.034667944
82,1,0,1,1,9.17,0.07746%,0.039332404
4,3,0,0,0,9.01,0.08719%,0.044491028
19,2,0,1,0,9.01,0.09792%,0.050181427
34,1,0,2,0,9.01,0.10972%,0.056442108
49,0,0,3,0,9.01,0.12268%,0.063312228
113,0,0,3,1,9.01,0.13686%,0.0708313
5,0,1,0,0,9,0.15233%,0.079038857
67,2,0,0,1,9,0.16918%,0.087974093
98,1,0,2,1,8.84,0.18748%,0.097675444
69,0,1,0,1,8.83,0.20728%,0.108180153
20,3,0,1,0,8.68,0.22868%,0.119523784
35,2,0,2,0,8.68,0.25171%,0.131739717
50,1,0,3,0,8.68,0.27645%,0.144858607
6,1,1,0,0,8.67,0.30294%,0.158907822
21,0,1,1,0,8.67,0.33123%,0.173910869
83,2,0,1,1,8.67,0.36136%,0.1898868
114,1,0,3,1,8.51,0.39334%,0.206849622
68,3,0,0,1,8.5,0.42720%,0.224807705
85,0,1,1,1,8.5,0.46295%,0.24376321
36,3,0,2,0,8.35,0.50056%,0.26371153
51,2,0,3,0,8.35,0.54003%,0.28464077
7,2,1,0,0,8.34,0.58131%,0.306531265
22,1,1,1,0,8.34,0.62435%,0.329355148
37,0,1,2,0,8.34,0.66908%,0.353075985
99,2,0,2,1,8.34,0.71541%,0.377648474
70,1,1,0,1,8.33,0.76325%,0.403018233
84,3,0,1,1,8.17,0.81247%,0.429121665
101,0,1,2,1,8.17,0.86294%,0.455885938
52,3,0,3,0,8.02,0.91450%,0.48322905
8,3,1,0,0,8.01,0.96698%,0.511060022
23,2,1,1,0,8.01,1.02019%,0.539279189
38,1,1,2,0,8.01,1.07393%,0.567778622
53,0,1,3,0,8.01,1.12798%,0.596442656
115,2,0,3,1,8.01,1.18211%,0.625148545
9,0,2,0,0,8,1.23608%,0.653767228
86,1,1,1,1,8,1.28962%,0.682164197
100,3,0,2,1,7.84,1.34249%,0.710200484
117,0,1,3,1,7.84,1.39441%,0.737733724
71,2,1,0,1,7.83,1.44511%,0.764619319
24,3,1,1,0,7.68,1.49431%,0.790711657
39,2,1,2,0,7.68,1.54174%,0.815865405
54,1,1,3,0,7.68,1.58713%,0.839936829
10,1,2,0,0,7.67,1.63021%,0.862785148
25,0,2,1,0,7.67,1.67073%,0.884273895
102,1,1,2,1,7.67,1.70844%,0.904272269
73,0,2,0,1,7.66,1.74311%,0.92265645
116,3,0,3,1,7.51,1.77452%,0.939310876
87,2,1,1,1,7.5,1.80246%,0.954129452
40,3,1,2,0,7.35,1.82676%,0.967016673
55,2,1,3,0,7.35,1.84726%,0.977888648
11,2,2,0,0,7.34,1.86383%,0.98667401
26,1,2,1,0,7.34,1.87635%,0.993314697
41,0,2,2,0,7.34,1.88474%,0.99776659
118,1,1,3,1,7.34,1.88895%,1
72,3,1,0,1,7.33,1.88895%,1
89,0,2,1,1,7.33,1.88474%,0.99776659
103,2,1,2,1,7.17,1.87635%,0.993314697
74,1,2,0,1,7.16,1.86383%,0.98667401
56,3,1,3,0,7.02,1.84726%,0.977888648
12,3,2,0,0,7.01,1.82676%,0.967016673
27,2,2,1,0,7.01,1.80246%,0.954129452
42,1,2,2,0,7.01,1.77452%,0.939310876
57,0,2,3,0,7.01,1.74311%,0.92265645
13,0,3,0,0,7,1.70844%,0.904272269
88,3,1,1,1,7,1.67073%,0.884273895
105,0,2,2,1,7,1.63021%,0.862785148
119,2,1,3,1,6.84,1.58713%,0.839936829
90,1,2,1,1,6.83,1.54174%,0.815865405
28,3,2,1,0,6.68,1.49431%,0.790711657
43,2,2,2,0,6.68,1.44511%,0.764619319
58,1,2,3,0,6.68,1.39441%,0.737733724
14,1,3,0,0,6.67,1.34249%,0.710200484
29,0,3,1,0,6.67,1.28962%,0.682164197
104,3,1,2,1,6.67,1.23608%,0.653767228
121,0,2,3,1,6.67,1.18211%,0.625148545
75,2,2,0,1,6.66,1.12798%,0.596442656
106,1,2,2,1,6.5,1.07393%,0.567778622
77,0,3,0,1,6.49,1.02019%,0.539279189
44,3,2,2,0,6.35,0.96698%,0.511060022
59,2,2,3,0,6.35,0.91450%,0.48322905
15,2,3,0,0,6.34,0.86294%,0.455885938
30,1,3,1,0,6.34,0.81247%,0.429121665
45,0,3,2,0,6.34,0.76325%,0.403018233
120,3,1,3,1,6.34,0.71541%,0.377648474
91,2,2,1,1,6.33,0.66908%,0.353075985
122,1,2,3,1,6.17,0.62435%,0.329355148
76,3,2,0,1,6.16,0.58131%,0.306531265
93,0,3,1,1,6.16,0.54003%,0.28464077
60,3,2,3,0,6.02,0.50056%,0.26371153
16,3,3,0,0,6.01,0.46295%,0.24376321
31,2,3,1,0,6.01,0.42720%,0.224807705
46,1,3,2,0,6.01,0.39334%,0.206849622
61,0,3,3,0,6.01,0.36136%,0.1898868
107,2,2,2,1,6,0.33123%,0.173910869
78,1,3,0,1,5.99,0.30294%,0.158907822
92,3,2,1,1,5.83,0.27645%,0.144858607
109,0,3,2,1,5.83,0.25171%,0.131739717
32,3,3,1,0,5.68,0.22868%,0.119523784
47,2,3,2,0,5.68,0.20728%,0.108180153
62,1,3,3,0,5.68,0.18748%,0.097675444
123,2,2,3,1,5.67,0.16918%,0.087974093
94,1,3,1,1,5.66,0.15233%,0.079038857
108,3,2,2,1,5.5,0.13686%,0.0708313
125,0,3,3,1,5.5,0.12268%,0.063312228
79,2,3,0,1,5.49,0.10972%,0.056442108
48,3,3,2,0,5.35,0.09792%,0.050181427
63,2,3,3,0,5.35,0.08719%,0.044491028
110,1,3,2,1,5.33,0.07746%,0.039332404
124,3,2,3,1,5.17,0.06867%,0.034667944
95,2,3,1,1,5.16,0.06073%,0.030461155
64,3,3,3,0,5.02,0.05360%,0.02667684
126,1,3,3,1,5,0.04719%,0.023281243
80,3,3,0,1,4.99,0.04146%,0.020242162
111,2,3,2,1,4.83,0.03635%,0.017529036
96,3,3,1,1,4.66,0.03179%,0.015112998
127,2,3,3,1,4.5,0.02775%,0.012966909
112,3,3,2,1,4.33,0.02416%,0.011065367
128,3,3,3,1,4,0.02099%,0.0093847